"A,V,L","A,V","A,L","V,L",A,V,L,actual
0.5414777621626854,0.2517416477203369,0.5414777621626854,0.5383283048868179,0.2517416477203369,0.4327571541070938,0.552449494600296,0.4810000006109476
0.62081528455019,0.18995174765586853,0.62081528455019,0.5915699377655983,0.18995174765586853,0.4262145161628723,0.5902077853679657,0.34780000150203705
0.6172027364373207,0.15587788820266724,0.6172027364373207,0.5688237175345421,0.15587788820266724,0.4322001114487648,0.562379740178585,0.16699999570846558
0.5869364440441132,0.12989190220832825,0.5869364440441132,0.5317584723234177,0.12989190220832825,0.41134871542453766,0.5374721251428127,0.09479999542236328
0.5368734151124954,0.11525842547416687,0.5368734151124954,0.5646777600049973,0.11525842547416687,0.44551773369312286,0.5502765998244286,0.05160000920295715
0.585477888584137,0.1044568419456482,0.585477888584137,0.5942162871360779,0.1044568419456482,0.4247628003358841,0.5702221170067787,0.1292000114917755
0.6148428618907928,0.0991559624671936,0.6148428618907928,0.610758513212204,0.0991559624671936,0.4876039791852236,0.565399207174778,0.1816999912261963
0.5915622711181641,0.09620228409767151,0.5915622711181641,0.6320710331201553,0.09620228409767151,0.4929452743381262,0.575083538889885,0.13159999251365662
0.5422118529677391,0.0939372181892395,0.5422118529677391,0.5921080633997917,0.0939372181892395,0.51175232604146,0.531003326177597,0.009400010108947754
0.5629039332270622,0.0895799994468689,0.5629039332270622,0.6414795219898224,0.0895799994468689,0.46917896158993244,0.5769136771559715,0.012800008058547974
0.46164482831954956,0.08829405903816223,0.46164482831954956,0.5956335216760635,0.08829405903816223,0.5167056862264872,0.5250011198222637,0.028299987316131592
0.37628598511219025,0.088937908411026,0.37628598511219025,0.5780342668294907,0.088937908411026,0.5380132682621479,0.49776490963995457,0.021100014448165894
0.3398546427488327,0.08878746628761292,0.3398546427488327,0.549506951123476,0.08878746628761292,0.5135333016514778,0.48968438245356083,0.06520000100135803
0.3335854858160019,0.0893932580947876,0.3335854858160019,0.5151144014671445,0.0893932580947876,0.48678562603890896,0.489034915342927,0.10109999775886536
0.4607986807823181,0.0885845422744751,0.4607986807823181,0.596016451716423,0.0885845422744751,0.5414561666548252,0.5565217882394791,0.11239999532699585
0.4198127016425133,0.08835119009017944,0.4198127016425133,0.5629623308777809,0.08835119009017944,0.5212175473570824,0.5150745455175638,0.11300000548362732
0.4625479429960251,0.08813402056694031,0.4625479429960251,0.5695661008358002,0.08813402056694031,0.45595644414424896,0.559139259159565,0.11059999465942383
0.39699386060237885,0.08729320764541626,0.39699386060237885,0.5260236673057079,0.08729320764541626,0.4500456303358078,0.5165098365396261,0.11000001430511475
0.2867642641067505,0.08625873923301697,0.2867642641067505,0.4916572216898203,0.08625873923301697,0.45364270359277725,0.4854240696877241,0.11000001430511475
0.20704340934753418,0.08587750792503357,0.20704340934753418,0.5343166291713715,0.08587750792503357,0.5177114922553301,0.46749044954776764,0.11000001430511475
0.1768694519996643,0.087042897939682,0.1768694519996643,0.5355667397379875,0.087042897939682,0.5227659642696381,0.461298868060112,0.11000001430511475
0.14339914917945862,0.08892625570297241,0.14339914917945862,0.5152729898691177,0.08892625570297241,0.50832281075418,0.44922494888305664,0.1313999891281128
0.15072044730186462,0.08927112817764282,0.15072044730186462,0.46552810817956924,0.08927112817764282,0.46161989122629166,0.4510045275092125,0.18059998750686646
0.160832017660141,0.08881521224975586,0.160832017660141,0.434695228934288,0.08881521224975586,0.43072738498449326,0.45189590007066727,0.18200001120567322
0.20321103930473328,0.09194943308830261,0.20321103930473328,0.5020958743989468,0.09194943308830261,0.4890728872269392,0.46416841447353363,0.20730000734329224
0.25632449984550476,0.09167104959487915,0.25632449984550476,0.4798485990613699,0.09167104959487915,0.4410969316959381,0.47667540423572063,0.33490000665187836
0.2812657505273819,0.09410426020622253,0.2812657505273819,0.5212154164910316,0.09410426020622253,0.4847909715026617,0.4833092037588358,0.8754000067710876
0.32346901297569275,0.09474492073059082,0.32346901297569275,0.520506352186203,0.09474492073059082,0.48093645088374615,0.4908063989132643,0.9550999999046326
0.32735051214694977,0.09446156024932861,0.32735051214694977,0.49537729658186436,0.09446156024932861,0.4147959500551224,0.5087824463844299,0.9699999988079071
0.3702595978975296,0.09927725791931152,0.3702595978975296,0.4861134123057127,0.09927725791931152,0.42083466798067093,0.49597504548728466,0.9769999980926514
0.3831803500652313,0.1090814471244812,0.3831803500652313,0.5063412841409445,0.1090814471244812,0.44457605481147766,0.4993083942681551,0.9796999990940094
0.44408591091632843,0.11820754408836365,0.44408591091632843,0.5383960567414761,0.11820754408836365,0.4300108924508095,0.5442519821226597,0.9799999892711639
0.4335233345627785,0.13501009345054626,0.4335233345627785,0.4903558995574713,0.13501009345054626,0.41119882464408875,0.509508891031146,0.9803999960422516
0.39686162769794464,0.15929913520812988,0.39686162769794464,0.4766222666949034,0.15929913520812988,0.421991765499115,0.4884703550487757,0.9830000102519989
0.4191005676984787,0.19985359907150269,0.4191005676984787,0.4897425975650549,0.19985359907150269,0.43332289904356003,0.49181113205850124,0.9952999949455261
