"A,V,L","A,V","A,L","V,L",A,V,L,actual
0.5045040789991617,0.24789974093437195,0.5045040789991617,0.4156651720404625,0.24789974093437195,0.3904768079519272,0.5401729047298431,0.5006000000284985
0.5094944164156914,0.18666431307792664,0.5094944164156914,0.39040638506412506,0.18666431307792664,0.35063937306404114,0.5318604186177254,0.516100000590086
0.5318666286766529,0.14851164817810059,0.5318666286766529,0.3918936550617218,0.14851164817810059,0.3500327616930008,0.5357662811875343,0.533100001513958
0.5581251606345177,0.12509050965309143,0.5581251606345177,0.4130931720137596,0.12509050965309143,0.3546980172395706,0.5635733157396317,0.5507000014185905
0.5910362675786018,0.11123469471931458,0.5910362675786018,0.42481859028339386,0.11123469471931458,0.376499742269516,0.5680721029639244,0.5847999975085258
0.6220113188028336,0.1012914776802063,0.6220113188028336,0.42723335325717926,0.1012914776802063,0.36482103168964386,0.5857565179467201,0.654899999499321
0.6672109961509705,0.09531202912330627,0.6672109961509705,0.4144282937049866,0.09531202912330627,0.3299284875392914,0.595046266913414,0.6728000044822693
0.7311732023954391,0.09142890572547913,0.7311732023954391,0.43341221660375595,0.09142890572547913,0.3407268822193146,0.6170989125967026,0.676499992609024
0.7186552584171295,0.09015655517578125,0.7186552584171295,0.44084808230400085,0.09015655517578125,0.36445824801921844,0.6019872725009918,0.6823000013828278
0.65894615650177,0.08780679106712341,0.65894615650177,0.4310128316283226,0.08780679106712341,0.37904004752635956,0.5642014965415001,0.6816000044345856
0.6174633875489235,0.08648833632469177,0.6174633875489235,0.458014652132988,0.08648833632469177,0.37594521045684814,0.5892499387264252,0.677499994635582
0.515885666012764,0.08575400710105896,0.515885666012764,0.42266692221164703,0.08575400710105896,0.3778071105480194,0.5340132415294647,0.5335999988019466
0.42010778188705444,0.08557584881782532,0.42010778188705444,0.40487106144428253,0.08557584881782532,0.37762437760829926,0.5042708404362202,0.34219999611377716
0.3725070059299469,0.08615103363990784,0.3725070059299469,0.38898706436157227,0.08615103363990784,0.36191946268081665,0.5028086565434933,0.3173999935388565
0.33409254252910614,0.0848906934261322,0.33409254252910614,0.3870759904384613,0.0848906934261322,0.3617745637893677,0.49121891893446445,0.3135000020265579
0.3553437739610672,0.08465588092803955,0.3553437739610672,0.38728058338165283,0.08465588092803955,0.3553897589445114,0.49920447170734406,0.30660000443458557
0.3596125394105911,0.08489030599594116,0.3596125394105911,0.3961215317249298,0.08489030599594116,0.3750053644180298,0.48751519806683064,0.2962000072002411
0.35538099706172943,0.08575093746185303,0.35538099706172943,0.39759576320648193,0.08575093746185303,0.3632871210575104,0.5085048116743565,0.2929999977350235
0.33847329020500183,0.0858578085899353,0.33847329020500183,0.408023938536644,0.0858578085899353,0.37864555418491364,0.49774899147450924,0.2865000069141388
0.3198835551738739,0.08531519770622253,0.3198835551738739,0.4212026596069336,0.08531519770622253,0.39080387353897095,0.5022209901362658,0.2587999999523163
0.25973910093307495,0.08526477217674255,0.25973910093307495,0.42152656614780426,0.08526477217674255,0.4038083553314209,0.4765844326466322,0.22310000658035278
0.20036891102790833,0.08512884378433228,0.20036891102790833,0.4289560541510582,0.08512884378433228,0.4207831099629402,0.46556270122528076,0.1825999915599823
0.17622274160385132,0.08523479104042053,0.17622274160385132,0.4384363740682602,0.08523479104042053,0.4321102574467659,0.4636184573173523,0.13199999928474426
0.17098969221115112,0.08527988195419312,0.17098969221115112,0.43479860574007034,0.08527988195419312,0.43000879883766174,0.462792806327343,0.11210000514984131
0.14482691884040833,0.08505412936210632,0.14482691884040833,0.38808315992355347,0.08505412936210632,0.3870573788881302,0.4550774022936821,0.1119999885559082
0.11248171329498291,0.0856218934059143,0.11248171329498291,0.4099728539586067,0.0856218934059143,0.4108918234705925,0.44730401039123535,0.1119999885559082
0.10216936469078064,0.08685377240180969,0.10216936469078064,0.40712112188339233,0.08685377240180969,0.4091738536953926,0.4473530873656273,0.1119999885559082
0.11419028043746948,0.08739587664604187,0.11419028043746948,0.4232281297445297,0.08739587664604187,0.4260825365781784,0.4456102326512337,0.11730000376701355
0.12527868151664734,0.09076738357543945,0.12527868151664734,0.42972347140312195,0.09076738357543945,0.43152377754449844,0.44707731902599335,0.13999998569488525
0.15004277229309082,0.0917641818523407,0.15004277229309082,0.4263110011816025,0.0917641818523407,0.42227334529161453,0.45842499285936356,0.13999998569488525
0.2028687298297882,0.09497880935668945,0.2028687298297882,0.43034548312425613,0.09497880935668945,0.4214605689048767,0.46601371467113495,0.147599995136261
0.25837892293930054,0.10105833411216736,0.25837892293930054,0.43846311420202255,0.10105833411216736,0.4238724112510681,0.4791931342333555,0.22999998927116394
0.30128054320812225,0.1106795072555542,0.30128054320812225,0.45116375386714935,0.1106795072555542,0.4260234832763672,0.48806810937821865,0.3407000005245209
0.3688398152589798,0.12678998708724976,0.3688398152589798,0.4936420265585184,0.12678998708724976,0.4753347095102072,0.4939426500350237,0.42249999940395355
0.46162475645542145,0.15289634466171265,0.46162475645542145,0.513148820027709,0.15289634466171265,0.4795753788203001,0.5277778469026089,0.5019000000320375
0.47381427325308323,0.1943439245223999,0.47381427325308323,0.5126960147172213,0.1943439245223999,0.49849831871688366,0.5043389797210693,0.5555000007152557
