"A,V,L","A,V","A,L","V,L",A,V,L,actual
0.5810806453227997,0.24866554141044617,0.5810806453227997,0.5264305993914604,0.24866554141044617,0.4190068915486336,0.5635635703802109,0.6623000055551529
0.614162877202034,0.18805783987045288,0.614162877202034,0.5475087463855743,0.18805783987045288,0.43072129786014557,0.5604435130953789,0.7119999974966049
0.613198921084404,0.1495402753353119,0.613198921084404,0.5870848596096039,0.1495402753353119,0.4544832482933998,0.5784897580742836,0.7119999974966049
0.6934283375740051,0.12526610493659973,0.6934283375740051,0.5728667601943016,0.12526610493659973,0.4748250786215067,0.5997730195522308,0.7524000108242035
0.6988049447536469,0.11131599545478821,0.6988049447536469,0.5116774123162031,0.11131599545478821,0.4003838151693344,0.5788924917578697,0.7939000129699707
0.6802065968513489,0.10225158929824829,0.6802065968513489,0.5254627726972103,0.10225158929824829,0.37148523330688477,0.5799782499670982,0.8199999928474426
0.6791687160730362,0.09560802578926086,0.6791687160730362,0.5443381890654564,0.09560802578926086,0.3950823098421097,0.5990211963653564,0.8199999928474426
0.7113922089338303,0.09230867028236389,0.7113922089338303,0.5646730065345764,0.09230867028236389,0.3621426224708557,0.605518527328968,0.8199999928474426
0.7465465068817139,0.09013867378234863,0.7465465068817139,0.588249921798706,0.09013867378234863,0.3468891531229019,0.6229115799069405,0.8199999928474426
0.7774719595909119,0.08884847164154053,0.7774719595909119,0.5556486323475838,0.08884847164154053,0.38817277550697327,0.6310704797506332,0.8199999928474426
0.8433576226234436,0.08757591247558594,0.8433576226234436,0.5752598121762276,0.08757591247558594,0.3294166326522827,0.6512808799743652,0.8596999943256378
0.7993740439414978,0.08648291230201721,0.7993740439414978,0.5637265294790268,0.08648291230201721,0.3206948935985565,0.6316413581371307,0.8779999911785126
0.8094444870948792,0.08660635352134705,0.8094444870948792,0.5590018853545189,0.08660635352134705,0.3072406053543091,0.6143299490213394,0.8865000009536743
0.804573655128479,0.08544442057609558,0.804573655128479,0.5797577574849129,0.08544442057609558,0.29574795067310333,0.6308160275220871,0.9050000011920929
0.8139578700065613,0.08613133430480957,0.8139578700065613,0.5860064476728439,0.08613133430480957,0.29971353709697723,0.6302439123392105,0.9092999994754791
0.8680552542209625,0.0853060781955719,0.8680552542209625,0.6176631674170494,0.0853060781955719,0.3442803770303726,0.6549325585365295,0.925000011920929
0.8797492682933807,0.08560609817504883,0.8797492682933807,0.6317745894193649,0.08560609817504883,0.32005199790000916,0.6535079926252365,0.925000011920929
0.9157530665397644,0.08483538031578064,0.9157530665397644,0.6595325618982315,0.08483538031578064,0.32351818680763245,0.666563481092453,0.925000011920929
0.8986051082611084,0.0846429169178009,0.8986051082611084,0.6739208847284317,0.0846429169178009,0.3397483378648758,0.6671189665794373,0.925000011920929
0.8754524290561676,0.08482390642166138,0.8754524290561676,0.6429735571146011,0.08482390642166138,0.42087816447019577,0.6631054133176804,0.925000011920929
0.8398648798465729,0.0846933126449585,0.8398648798465729,0.5704056546092033,0.0846933126449585,0.4188067689538002,0.6427755504846573,0.925000011920929
0.8357129395008087,0.08555471897125244,0.8357129395008087,0.5933218076825142,0.08555471897125244,0.35131751000881195,0.6485542207956314,0.925000011920929
0.7925148904323578,0.08521363139152527,0.7925148904323578,0.5853437408804893,0.08521363139152527,0.3470669686794281,0.6270036399364471,0.925000011920929
0.772547036409378,0.08537137508392334,0.772547036409378,0.5725822746753693,0.08537137508392334,0.3391380310058594,0.6160600781440735,0.925000011920929
0.7680020928382874,0.08635467290878296,0.7680020928382874,0.5711974203586578,0.08635467290878296,0.3556187152862549,0.5937086790800095,0.925000011920929
0.7739068269729614,0.08756512403488159,0.7739068269729614,0.5913594365119934,0.08756512403488159,0.3508071303367615,0.628982663154602,0.925599992275238
0.7857344448566437,0.08836391568183899,0.7857344448566437,0.5758117511868477,0.08836391568183899,0.3167802542448044,0.6309559941291809,0.951200008392334
0.8009805083274841,0.08950164914131165,0.8009805083274841,0.5840777084231377,0.08950164914131165,0.3189821392297745,0.6185996383428574,0.9519999921321869
0.8219093382358551,0.09325844049453735,0.8219093382358551,0.622651144862175,0.09325844049453735,0.3185886889696121,0.6438592225313187,0.9571000039577484
0.7768099904060364,0.09590443968772888,0.7768099904060364,0.6017347127199173,0.09590443968772888,0.3198655694723129,0.6263797134160995,0.9600000083446503
0.7269170731306076,0.09767839312553406,0.7269170731306076,0.5782674551010132,0.09767839312553406,0.32349778711795807,0.6082710698246956,0.9600000083446503
0.6739497035741806,0.10387051105499268,0.6739497035741806,0.5341849625110626,0.10387051105499268,0.3709910064935684,0.5645630434155464,0.9600000083446503
0.61305882781744,0.11453714966773987,0.61305882781744,0.5066660866141319,0.11453714966773987,0.336222767829895,0.5669602528214455,0.9600000083446503
0.5628641843795776,0.13339510560035706,0.5628641843795776,0.4603617712855339,0.13339510560035706,0.33517295122146606,0.5249146558344364,0.9600000083446503
0.6040576621890068,0.15942645072937012,0.6040576621890068,0.4907046053558588,0.15942645072937012,0.33861878514289856,0.5495415665209293,0.9747999906539917
0.6776858568191528,0.20132729411125183,0.6776858568191528,0.5232175812125206,0.20132729411125183,0.376021146774292,0.5630482062697411,1.0
