"A,V,L","A,V","A,L","V,L",A,V,L,actual
0.4950407799333334,0.24877727031707764,0.4950407799333334,0.48160907439887524,0.24877727031707764,0.43565189093351364,0.5278856325894594,0.8257000148296356
0.5302799921482801,0.1870642602443695,0.5302799921482801,0.4986846800893545,0.1870642602443695,0.42706162482500076,0.5608825832605362,0.4170999974012375
0.5494272485375404,0.14863687753677368,0.5494272485375404,0.4935171324759722,0.14863687753677368,0.38668444752693176,0.5471822842955589,0.4130000025033951
0.5319259390234947,0.1248333752155304,0.5319259390234947,0.48453514091670513,0.1248333752155304,0.4122411459684372,0.5283987447619438,0.4130000025033951
0.4975318219512701,0.11010685563087463,0.4975318219512701,0.4901315625756979,0.11010685563087463,0.42964207381010056,0.5281051620841026,0.38930000364780426
0.479626527056098,0.10071972012519836,0.479626527056098,0.5272999927401543,0.10071972012519836,0.4437522515654564,0.5417286306619644,0.25280000269412994
0.48249551095068455,0.09489694237709045,0.48249551095068455,0.5004515033215284,0.09489694237709045,0.4538663849234581,0.5144005324691534,0.2150000035762787
0.45248493552207947,0.09146463871002197,0.45248493552207947,0.49787106178700924,0.09146463871002197,0.4549551159143448,0.5131640117615461,0.29680000245571136
0.4176049306988716,0.08898267149925232,0.4176049306988716,0.47953701950609684,0.08898267149925232,0.4454542249441147,0.4950350169092417,0.3490999937057495
0.42934025824069977,0.08728912472724915,0.42934025824069977,0.4987461045384407,0.08728912472724915,0.4571768715977669,0.5270340535789728,0.3270000070333481
0.4553273469209671,0.08651944994926453,0.4553273469209671,0.49194163642823696,0.08651944994926453,0.43359237164258957,0.5078550539910793,0.2928999960422516
0.48170523159205914,0.08594512939453125,0.48170523159205914,0.5717351660132408,0.08594512939453125,0.4268277734518051,0.5602911524474621,0.2279999852180481
0.45535870641469955,0.08823525905609131,0.45535870641469955,0.5264204572886229,0.08823525905609131,0.4763550143688917,0.5284600015729666,0.2279999852180481
0.3878238648176193,0.08720344305038452,0.3878238648176193,0.5015517715364695,0.08720344305038452,0.46836520731449127,0.4957169909030199,0.2279999852180481
0.326521560549736,0.08648553490638733,0.326521560549736,0.49879674427211285,0.08648553490638733,0.46688026934862137,0.4900836367160082,0.2279999852180481
0.28927014768123627,0.08882662653923035,0.28927014768123627,0.4347117692232132,0.08882662653923035,0.4121086001396179,0.47497753240168095,0.2272000014781952
0.2626511752605438,0.08822393417358398,0.2626511752605438,0.45727698504924774,0.08822393417358398,0.43918710201978683,0.47027463279664516,0.17179998755455017
0.2857522517442703,0.08772158622741699,0.2857522517442703,0.44817429780960083,0.08772158622741699,0.4125668928027153,0.4824188929051161,0.17030000686645508
0.3449629843235016,0.08804851770401001,0.3449629843235016,0.4485372379422188,0.08804851770401001,0.3766602724790573,0.5066938735544682,0.6116999983787537
0.40420499444007874,0.08912798762321472,0.40420499444007874,0.49759108014404774,0.08912798762321472,0.39381644129753113,0.5313726142048836,0.8898999989032745
0.44886941462755203,0.08742058277130127,0.44886941462755203,0.5145386550575495,0.08742058277130127,0.41677989810705185,0.5377341471612453,0.8179999887943268
0.4762114938348532,0.08960771560668945,0.4762114938348532,0.4927566107362509,0.08960771560668945,0.3908906430006027,0.5329784452915192,0.8212000131607056
0.42773135006427765,0.09157854318618774,0.42773135006427765,0.44180402159690857,0.09157854318618774,0.3724112808704376,0.5034142453223467,0.8889000117778778
0.3547593653202057,0.09286707639694214,0.3547593653202057,0.46814778447151184,0.09286707639694214,0.4234457314014435,0.4889178480952978,0.9848000109195709
0.3701927065849304,0.09309262037277222,0.3701927065849304,0.48359442315995693,0.09309262037277222,0.40560097992420197,0.5071978010237217,0.9970000088214874
0.36343713104724884,0.09846454858779907,0.36343713104724884,0.47810992412269115,0.09846454858779907,0.43372683972120285,0.48936585895717144,0.6497000008821487
0.38303880393505096,0.10271880030632019,0.38303880393505096,0.4657994657754898,0.10271880030632019,0.3905208259820938,0.5181170646101236,0.5948000028729439
0.42951202392578125,0.11224955320358276,0.42951202392578125,0.4942288603633642,0.11224955320358276,0.4186681881546974,0.5240374132990837,0.8919000029563904
0.45367281883955,0.12896963953971863,0.45367281883955,0.46614352613687515,0.12896963953971863,0.39002658426761627,0.5066662486642599,0.9149999916553497
0.4552113711833954,0.15508237481117249,0.4552113711833954,0.45620250701904297,0.15508237481117249,0.3923776000738144,0.49928768537938595,0.75
0.5281249321997166,0.19653043150901794,0.5281249321997166,0.4949359651654959,0.19653043150901794,0.41041895747184753,0.5305886827409267,0.6859000027179718
